OG	SAMP	assembly	size
OG353	OG353.ilmn.221003	OG353.ilmn.221003.v129mh.fna	1.056 GiB
OG354	OG354.ilmn.230324	OG354.ilmn.230324.v129mh.fna	1.075 GiB
OG355	OG355.ilmn.230324	OG355.ilmn.230324.v129mh.fna	1.495 GiB
OG356	OG356.ilmn.230324	OG356.ilmn.230324.v129mh.fna	1.505 GiB
OG357	OG357.ilmn.230324	OG357.ilmn.230324.v129mh.fna	707.287 MiB
OG358	OG358.ilmn.230324	OG358.ilmn.230324.v129mh.fna	948.632 MiB
OG359	OG359.ilmn.230324	OG359.ilmn.230324.v129mh.fna	2.304 GiB
OG360	OG360.ilmn.230324	OG360.ilmn.230324.v129mh.fna	841.855 MiB
OG361	OG361.ilmn.230324	OG361.ilmn.230324.v129mh.fna	580.695 MiB
OG362	OG362.ilmn.230324	OG362.ilmn.230324.v129mh.fna	561.508 MiB
OG363	OG363.ilmn.230607	OG363.ilmn.230607.v129mh.fna	0 B
OG364	OG364.ilmn.230324	OG364.ilmn.230324.v129mh.fna	574.500 MiB
OG365	OG365.ilmn.230324	OG365.ilmn.230324.v129mh.fna	523.592 MiB
OG366	OG366.ilmn.230324	OG366.ilmn.230324.v129mh.fna	666.824 MiB
OG367	OG367.ilmn.230324	OG367.ilmn.230324.v129mh.fna	772.224 MiB
OG368	OG368.ilmn.230324	OG368.ilmn.230324.v129mh.fna	926.181 MiB
OG369	OG369.ilmn.221003	OG369.ilmn.221003.v129mh.fna	0 B
OG370	OG370.ilmn.230324	OG370.ilmn.230324.v129mh.fna	905.341 MiB
OG371	OG371.ilmn.230324	OG371.ilmn.230324.v129mh.fna	692.169 MiB
OG372	OG372.ilmn.230324	OG372.ilmn.230324.v129mh.fna	687.445 MiB
OG373	OG373.ilmn.230324	OG373.ilmn.230324.v129mh.fna	804.828 MiB
OG374	OG374.ilmn.221209	OG374.ilmn.221209.v129mh.fna	0 B
OG374	OG374.ilmn.230419	OG374.ilmn.230419.v129mh.fna	755.959 MiB
OG375	OG375.ilmn.221209	OG375.ilmn.221209.v129mh.fna	0 B
OG375	OG375.ilmn.230419	OG375.ilmn.230419.v129mh.fna	762.660 MiB
OG376	OG376.ilmn.221209	OG376.ilmn.221209.v129mh.fna	0 B
OG376	OG376.ilmn.230419	OG376.ilmn.230419.v129mh.fna	809.971 MiB
OG377	OG377.ilmn.221209	OG377.ilmn.221209.v129mh.fna	0 B
OG377	OG377.ilmn.230419	OG377.ilmn.230419.v129mh.fna	810.740 MiB
OG378	OG378.ilmn.221209	OG378.ilmn.221209.v129mh.fna	0 B
OG378	OG378.ilmn.230419	OG378.ilmn.230419.v129mh.fna	798.987 MiB
OG379	OG379.ilmn.221209	OG379.ilmn.221209.v129mh.fna	0 B
OG379	OG379.ilmn.230607	OG379.ilmn.230607.v129mh.fna	0 B
OG380	OG380.ilmn.221209	OG380.ilmn.221209.v129mh.fna	0 B
OG380	OG380.ilmn.230419	OG380.ilmn.230419.v129mh.fna	645.201 MiB
OG381	OG381.ilmn.221209	OG381.ilmn.221209.v129mh.fna	0 B
OG381	OG381.ilmn.230419	OG381.ilmn.230419.v129mh.fna	968.156 MiB
OG382	OG382.ilmn.221209	OG382.ilmn.221209.v129mh.fna	0 B
OG382	OG382.ilmn.230419	OG382.ilmn.230419.v129mh.fna	1.078 GiB
OG383	OG383.ilmn.221209	OG383.ilmn.221209.v129mh.fna	0 B
OG383	OG383.ilmn.230419	OG383.ilmn.230419.v129mh.fna	580.775 MiB
OG384	OG384.ilmn.221209	OG384.ilmn.221209.v129mh.fna	0 B
OG384	OG384.ilmn.230419	OG384.ilmn.230419.v129mh.fna	696.716 MiB
OG385	OG385.ilmn.221209	OG385.ilmn.221209.v129mh.fna	0 B
OG385	OG385.ilmn.230419	OG385.ilmn.230419.v129mh.fna	712.405 MiB
OG386	OG386.ilmn.221209	OG386.ilmn.221209.v129mh.fna	0 B
OG386	OG386.ilmn.230419	OG386.ilmn.230419.v129mh.fna	912.224 MiB
OG387	OG387.ilmn.221209	OG387.ilmn.221209.v129mh.fna	0 B
OG387	OG387.ilmn.230419	OG387.ilmn.230419.v129mh.fna	629.876 MiB
OG388	OG388.ilmn.221209	OG388.ilmn.221209.v129mh.fna	0 B
OG388	OG388.ilmn.230419	OG388.ilmn.230419.v129mh.fna	831.806 MiB
OG389	OG389.ilmn.221209	OG389.ilmn.221209.v129mh.fna	0 B
OG389	OG389.ilmn.230419	OG389.ilmn.230419.v129mh.fna	818.087 MiB
OG390	OG390.ilmn.221209	OG390.ilmn.221209.v129mh.fna	0 B
OG390	OG390.ilmn.230419	OG390.ilmn.230419.v129mh.fna	872.800 MiB
OG391	OG391.ilmn.221209	OG391.ilmn.221209.v129mh.fna	0 B
OG391	OG391.ilmn.230419	OG391.ilmn.230419.v129mh.fna	601.562 MiB
OG392	OG392.ilmn.230324	OG392.ilmn.230324.v129mh.fna	725.561 MiB
OG393	OG393.ilmn.230324	OG393.ilmn.230324.v129mh.fna	1.028 GiB
OG394	OG394.ilmn.230324	OG394.ilmn.230324.v129mh.fna	788.638 MiB
OG395	OG395.ilmn.230324	OG395.ilmn.230324.v129mh.fna	795.261 MiB
OG396	OG396.ilmn.230324	OG396.ilmn.230324.v129mh.fna	974.684 MiB
OG397	OG397.ilmn.230324	OG397.ilmn.230324.v129mh.fna	1.093 GiB
OG398	OG398.ilmn.230324	OG398.ilmn.230324.v129mh.fna	1.337 GiB
OG399	OG399.ilmn.230324	OG399.ilmn.230324.v129mh.fna	788.835 MiB
OG400	OG400.ilmn.221209	OG400.ilmn.221209.v129mh.fna	0 B
OG400	OG400.ilmn.230607	OG400.ilmn.230607.v129mh.fna	0 B
OG401	OG401.ilmn.221209	OG401.ilmn.221209.v129mh.fna	0 B
OG401	OG401.ilmn.230419	OG401.ilmn.230419.v129mh.fna	663.738 MiB
OG402	OG402.ilmn.221209	OG402.ilmn.221209.v129mh.fna	0 B
OG402	OG402.ilmn.230419	OG402.ilmn.230419.v129mh.fna	725.943 MiB
OG403	OG403.ilmn.221209	OG403.ilmn.221209.v129mh.fna	0 B
OG403	OG403.ilmn.230419	OG403.ilmn.230419.v129mh.fna	734.689 MiB
OG404	OG404.ilmn.230324	OG404.ilmn.230324.v129mh.fna	793.984 MiB
OG405	OG405.ilmn.221209	OG405.ilmn.221209.v129mh.fna	0 B
OG405	OG405.ilmn.230419	OG405.ilmn.230419.v129mh.fna	586.884 MiB
OG406	OG406.ilmn.221209	OG406.ilmn.221209.v129mh.fna	0 B
OG406	OG406.ilmn.230419	OG406.ilmn.230419.v129mh.fna	794.317 MiB
OG407	OG407.ilmn.221209	OG407.ilmn.221209.v129mh.fna	0 B
OG407	OG407.ilmn.230607	OG407.ilmn.230607.v129mh.fna	0 B
OG408	OG408.ilmn.221209	OG408.ilmn.221209.v129mh.fna	0 B
OG408	OG408.ilmn.230419	OG408.ilmn.230419.v129mh.fna	607.963 MiB
OG409	OG409.ilmn.221209	OG409.ilmn.221209.v129mh.fna	0 B
OG409	OG409.ilmn.230419	OG409.ilmn.230419.v129mh.fna	877.865 MiB
OG410	OG410.ilmn.221209	OG410.ilmn.221209.v129mh.fna	0 B
OG410	OG410.ilmn.230419	OG410.ilmn.230419.v129mh.fna	649.937 MiB
OG411	OG411.ilmn.221209	OG411.ilmn.221209.v129mh.fna	0 B
OG411	OG411.ilmn.230419	OG411.ilmn.230419.v129mh.fna	619.760 MiB
OG412	OG412.ilmn.221209	OG412.ilmn.221209.v129mh.fna	0 B
OG412	OG412.ilmn.230419	OG412.ilmn.230419.v129mh.fna	970.733 MiB
OG413	OG413.ilmn.221209	OG413.ilmn.221209.v129mh.fna	0 B
OG413	OG413.ilmn.230419	OG413.ilmn.230419.v129mh.fna	604.607 MiB
OG414	OG414.ilmn.221209	OG414.ilmn.221209.v129mh.fna	0 B
OG415	OG415.ilmn.221209	OG415.ilmn.221209.v129mh.fna	0 B
OG415	OG415.ilmn.230419	OG415.ilmn.230419.v129mh.fna	523.841 MiB
OG416	OG416.ilmn.221209	OG416.ilmn.221209.v129mh.fna	0 B
OG416	OG416.ilmn.230419	OG416.ilmn.230419.v129mh.fna	1008.765 MiB
OG417	OG417.ilmn.221209	OG417.ilmn.221209.v129mh.fna	0 B
OG417	OG417.ilmn.230419	OG417.ilmn.230419.v129mh.fna	1.016 GiB
OG418	OG418.ilmn.221209	OG418.ilmn.221209.v129mh.fna	0 B
OG418	OG418.ilmn.230419	OG418.ilmn.230419.v129mh.fna	702.553 MiB
OG419	OG419.ilmn.221209	OG419.ilmn.221209.v129mh.fna	0 B
OG419	OG419.ilmn.230419	OG419.ilmn.230419.v129mh.fna	706.029 MiB
OG420	OG420.ilmn.230324	OG420.ilmn.230324.v129mh.fna	804.474 MiB
OG421	OG421.ilmn.230324	OG421.ilmn.230324.v129mh.fna	911.195 MiB
OG422	OG422.ilmn.221003	OG422.ilmn.221003.v129mh.fna	1.097 GiB
OG423	OG423.ilmn.221003	OG423.ilmn.221003.v129mh.fna	0 B
OG424	OG424.ilmn.230119	OG424.ilmn.230119.v129mh.fna	0 B
OG424	OG424.ilmn.230323	OG424.ilmn.230323.v129mh.fna	0 B
OG425	OG425.ilmn.230324	OG425.ilmn.230324.v129mh.fna	1.860 GiB
OG426	OG426.ilmn.230324	OG426.ilmn.230324.v129mh.fna	2.929 GiB
OG427	OG427.ilmn.230324	OG427.ilmn.230324.v129mh.fna	869.378 MiB
OG428	OG428.ilmn.230324	OG428.ilmn.230324.v129mh.fna	662.956 MiB
OG429	OG429.ilmn.230607	OG429.ilmn.230607.v129mh.fna	0 B
OG430	OG430.ilmn.230607	OG430.ilmn.230607.v129mh.fna	0 B
OG431	OG431.ilmn.230607	OG431.ilmn.230607.v129mh.fna	0 B
OG432	OG432.ilmn.230607	OG432.ilmn.230607.v129mh.fna	0 B
OG433	OG433.ilmn.221003	OG433.ilmn.221003.v129mh.fna	1.313 GiB
OG434	OG434.ilmn.221003	OG434.ilmn.221003.v129mh.fna	1.115 GiB
OG435	OG435.ilmn.221003	OG435.ilmn.221003.v129mh.fna	1.806 GiB
OG436	OG436.ilmn.230607	OG436.ilmn.230607.v129mh.fna	0 B
OG437	OG437.ilmn.230607	OG437.ilmn.230607.v129mh.fna	0 B
OG438	OG438.ilmn.230607	OG438.ilmn.230607.v129mh.fna	0 B
OG439	OG439.ilmn.230607	OG439.ilmn.230607.v129mh.fna	0 B
OG440	OG440.ilmn.230607	OG440.ilmn.230607.v129mh.fna	0 B
OG441	OG441.ilmn.230607	OG441.ilmn.230607.v129mh.fna	0 B
OG442	OG442.ilmn.230607	OG442.ilmn.230607.v129mh.fna	0 B
OG443	OG443.ilmn.230607	OG443.ilmn.230607.v129mh.fna	0 B
OG444	OG444.ilmn.230607	OG444.ilmn.230607.v129mh.fna	0 B
OG445	OG445.ilmn.230607	OG445.ilmn.230607.v129mh.fna	0 B
OG446	OG446.ilmn.221209	OG446.ilmn.221209.v129mh.fna	0 B
OG446	OG446.ilmn.230419	OG446.ilmn.230419.v129mh.fna	2.666 GiB
OG447	OG447.ilmn.221209	OG447.ilmn.221209.v129mh.fna	0 B
OG447	OG447.ilmn.230419	OG447.ilmn.230419.v129mh.fna	1.581 GiB
OG448	OG448.ilmn.221209	OG448.ilmn.221209.v129mh.fna	0 B
OG448	OG448.ilmn.230419	OG448.ilmn.230419.v129mh.fna	612.701 MiB
OG449	OG449.ilmn.221209	OG449.ilmn.221209.v129mh.fna	0 B
OG449	OG449.ilmn.230419	OG449.ilmn.230419.v129mh.fna	627.898 MiB
OG450	OG450.ilmn.221209	OG450.ilmn.221209.v129mh.fna	0 B
OG450	OG450.ilmn.230419	OG450.ilmn.230419.v129mh.fna	344.357 MiB
OG451	OG451.ilmn.221209	OG451.ilmn.221209.v129mh.fna	0 B
OG451	OG451.ilmn.230419	OG451.ilmn.230419.v129mh.fna	1023.560 MiB
OG452	OG452.ilmn.221209	OG452.ilmn.221209.v129mh.fna	0 B
OG453	OG453.ilmn.221209	OG453.ilmn.221209.v129mh.fna	0 B
OG453	OG453.ilmn.230607	OG453.ilmn.230607.v129mh.fna	0 B
OG454	OG454.ilmn.221209	OG454.ilmn.221209.v129mh.fna	0 B
OG454	OG454.ilmn.230419	OG454.ilmn.230419.v129mh.fna	379.259 MiB
OG455	OG455.ilmn.221209	OG455.ilmn.221209.v129mh.fna	0 B
OG455	OG455.ilmn.230607	OG455.ilmn.230607.v129mh.fna	0 B
OG456	OG456.ilmn.221209	OG456.ilmn.221209.v129mh.fna	0 B
OG456	OG456.ilmn.230419	OG456.ilmn.230419.v129mh.fna	2.074 GiB
OG457	OG457.ilmn.221209	OG457.ilmn.221209.v129mh.fna	0 B
OG457	OG457.ilmn.230419	OG457.ilmn.230419.v129mh.fna	888.013 MiB
OG458	OG458.ilmn.221209	OG458.ilmn.221209.v129mh.fna	0 B
OG458	OG458.ilmn.230419	OG458.ilmn.230419.v129mh.fna	0 B
OG459	OG459.ilmn.221209	OG459.ilmn.221209.v129mh.fna	0 B
OG459	OG459.ilmn.230419	OG459.ilmn.230419.v129mh.fna	1.228 GiB
OG460	OG460.ilmn.221209	OG460.ilmn.221209.v129mh.fna	0 B
OG461	OG461.ilmn.221209	OG461.ilmn.221209.v129mh.fna	0 B
OG461	OG461.ilmn.230419	OG461.ilmn.230419.v129mh.fna	718.105 MiB
OG462	OG462.ilmn.221209	OG462.ilmn.221209.v129mh.fna	0 B
OG462	OG462.ilmn.230419	OG462.ilmn.230419.v129mh.fna	712.789 MiB
OG463	OG463.ilmn.221209	OG463.ilmn.221209.v129mh.fna	0 B
OG463	OG463.ilmn.230419	OG463.ilmn.230419.v129mh.fna	599.432 MiB
OG464	OG464.ilmn.221209	OG464.ilmn.221209.v129mh.fna	0 B
OG464	OG464.ilmn.230419	OG464.ilmn.230419.v129mh.fna	2.302 GiB
OG465	OG465.ilmn.221209	OG465.ilmn.221209.v129mh.fna	0 B
OG465	OG465.ilmn.230419	OG465.ilmn.230419.v129mh.fna	565.591 MiB
OG466	OG466.ilmn.221209	OG466.ilmn.221209.v129mh.fna	584.551 MiB
OG467	OG467.ilmn.221209	OG467.ilmn.221209.v129mh.fna	0 B
OG467	OG467.ilmn.230419	OG467.ilmn.230419.v129mh.fna	0 B
OG468	OG468.ilmn.221209	OG468.ilmn.221209.v129mh.fna	0 B
OG468	OG468.ilmn.230419	OG468.ilmn.230419.v129mh.fna	664.587 MiB
OG469	OG469.ilmn.221209	OG469.ilmn.221209.v129mh.fna	0 B
OG469	OG469.ilmn.230419	OG469.ilmn.230419.v129mh.fna	586.284 MiB
OG470	OG470.ilmn.221209	OG470.ilmn.221209.v129mh.fna	0 B
OG470	OG470.ilmn.230607	OG470.ilmn.230607.v129mh.fna	0 B
OG471	OG471.ilmn.230607	OG471.ilmn.230607.v129mh.fna	0 B
OG472	OG472.ilmn.230607	OG472.ilmn.230607.v129mh.fna	0 B
OG473	OG473.ilmn.230607	OG473.ilmn.230607.v129mh.fna	0 B
OG474	OG474.ilmn.230607	OG474.ilmn.230607.v129mh.fna	0 B
OG475	OG475.ilmn.230607	OG475.ilmn.230607.v129mh.fna	0 B
OG476	OG476.ilmn.230607	OG476.ilmn.230607.v129mh.fna	0 B
OG477	OG477.ilmn.230302	OG477.ilmn.230302.v129mh.fna	0 B
OG477	OG477.ilmn.230419	OG477.ilmn.230419.v129mh.fna	524.376 MiB
OG478	OG478.ilmn.230302	OG478.ilmn.230302.v129mh.fna	0 B
OG478	OG478.ilmn.230419	OG478.ilmn.230419.v129mh.fna	1.109 GiB
OG479	OG479.ilmn.230302	OG479.ilmn.230302.v129mh.fna	0 B
OG479	OG479.ilmn.230419	OG479.ilmn.230419.v129mh.fna	931.103 MiB
OG480	OG480.ilmn.230302	OG480.ilmn.230302.v129mh.fna	0 B
OG480	OG480.ilmn.230419	OG480.ilmn.230419.v129mh.fna	754.594 MiB
OG481	OG481.ilmn.230302	OG481.ilmn.230302.v129mh.fna	0 B
OG481	OG481.ilmn.230419	OG481.ilmn.230419.v129mh.fna	0 B
OG482	OG482.ilmn.230302	OG482.ilmn.230302.v129mh.fna	0 B
OG482	OG482.ilmn.230419	OG482.ilmn.230419.v129mh.fna	570.399 MiB
OG483	OG483.ilmn.230119	OG483.ilmn.230119.v129mh.fna	0 B
OG483	OG483.ilmn.230323	OG483.ilmn.230323.v129mh.fna	0 B
OG484	OG484.ilmn.230302	OG484.ilmn.230302.v129mh.fna	0 B
OG484	OG484.ilmn.230419	OG484.ilmn.230419.v129mh.fna	784.648 MiB
OG485	OG485.ilmn.230302	OG485.ilmn.230302.v129mh.fna	0 B
OG485	OG485.ilmn.230419	OG485.ilmn.230419.v129mh.fna	0 B
OG486	OG486.ilmn.230302	OG486.ilmn.230302.v129mh.fna	0 B
OG486	OG486.ilmn.230419	OG486.ilmn.230419.v129mh.fna	0 B
OG487	OG487.ilmn.230302	OG487.ilmn.230302.v129mh.fna	0 B
OG487	OG487.ilmn.230419	OG487.ilmn.230419.v129mh.fna	0 B
OG488	OG488.ilmn.230119	OG488.ilmn.230119.v129mh.fna	0 B
OG488	OG488.ilmn.230323	OG488.ilmn.230323.v129mh.fna	0 B
OG489	OG489.ilmn.230302	OG489.ilmn.230302.v129mh.fna	0 B
OG489	OG489.ilmn.230419	OG489.ilmn.230419.v129mh.fna	0 B
OG490	OG490.ilmn.230302	OG490.ilmn.230302.v129mh.fna	0 B
OG490	OG490.ilmn.230419	OG490.ilmn.230419.v129mh.fna	346.481 MiB
OG491	OG491.ilmn.230302	OG491.ilmn.230302.v129mh.fna	0 B
OG491	OG491.ilmn.230419	OG491.ilmn.230419.v129mh.fna	573.480 MiB
OG492	OG492.ilmn.230302	OG492.ilmn.230302.v129mh.fna	0 B
OG492	OG492.ilmn.230419	OG492.ilmn.230419.v129mh.fna	587.706 MiB
OG493	OG493.ilmn.230302	OG493.ilmn.230302.v129mh.fna	0 B
OG493	OG493.ilmn.230419	OG493.ilmn.230419.v129mh.fna	556.524 MiB
OG494	OG494.ilmn.230302	OG494.ilmn.230302.v129mh.fna	0 B
OG494	OG494.ilmn.230419	OG494.ilmn.230419.v129mh.fna	1.076 GiB
OG495	OG495.ilmn.230302	OG495.ilmn.230302.v129mh.fna	0 B
OG495	OG495.ilmn.230419	OG495.ilmn.230419.v129mh.fna	438.938 MiB
OG496	OG496.ilmn.230302	OG496.ilmn.230302.v129mh.fna	0 B
OG496	OG496.ilmn.230419	OG496.ilmn.230419.v129mh.fna	616.839 MiB
OG497	OG497.ilmn.230302	OG497.ilmn.230302.v129mh.fna	0 B
OG497	OG497.ilmn.230419	OG497.ilmn.230419.v129mh.fna	614.928 MiB
OG498	OG498.ilmn.230302	OG498.ilmn.230302.v129mh.fna	0 B
OG498	OG498.ilmn.230419	OG498.ilmn.230419.v129mh.fna	993.013 MiB
OG499	OG499.ilmn.230302	OG499.ilmn.230302.v129mh.fna	0 B
OG499	OG499.ilmn.230419	OG499.ilmn.230419.v129mh.fna	695.754 MiB
OG500	OG500.ilmn.230119	OG500.ilmn.230119.v129mh.fna	0 B
OG500	OG500.ilmn.230323	OG500.ilmn.230323.v129mh.fna	0 B
OG501	OG501.ilmn.230302	OG501.ilmn.230302.v129mh.fna	0 B
OG501	OG501.ilmn.230419	OG501.ilmn.230419.v129mh.fna	322.657 MiB
OG502	OG502.ilmn.230302	OG502.ilmn.230302.v129mh.fna	0 B
OG502	OG502.ilmn.230419	OG502.ilmn.230419.v129mh.fna	0 B
OG503	OG503.ilmn.230302	OG503.ilmn.230302.v129mh.fna	0 B
OG503	OG503.ilmn.230419	OG503.ilmn.230419.v129mh.fna	639.807 MiB
OG504	OG504.ilmn.230302	OG504.ilmn.230302.v129mh.fna	0 B
OG504	OG504.ilmn.230419	OG504.ilmn.230419.v129mh.fna	590.652 MiB
OG505	OG505.ilmn.230302	OG505.ilmn.230302.v129mh.fna	0 B
OG505	OG505.ilmn.230419	OG505.ilmn.230419.v129mh.fna	543.065 MiB
OG506	OG506.ilmn.230302	OG506.ilmn.230302.v129mh.fna	0 B
OG506	OG506.ilmn.230419	OG506.ilmn.230419.v129mh.fna	639.490 MiB
OG507	OG507.ilmn.230119	OG507.ilmn.230119.v129mh.fna	0 B
OG507	OG507.ilmn.230323	OG507.ilmn.230323.v129mh.fna	0 B
OG508	OG508.ilmn.230119	OG508.ilmn.230119.v129mh.fna	0 B
OG508	OG508.ilmn.230323	OG508.ilmn.230323.v129mh.fna	0 B
OG509	OG509.ilmn.230302	OG509.ilmn.230302.v129mh.fna	0 B
OG509	OG509.ilmn.230419	OG509.ilmn.230419.v129mh.fna	724.228 MiB
OG510	OG510.ilmn.230119	OG510.ilmn.230119.v129mh.fna	0 B
OG510	OG510.ilmn.230323	OG510.ilmn.230323.v129mh.fna	0 B
OG511	OG511.ilmn.230302	OG511.ilmn.230302.v129mh.fna	0 B
OG511	OG511.ilmn.230419	OG511.ilmn.230419.v129mh.fna	490.959 MiB
OG512	OG512.ilmn.230302	OG512.ilmn.230302.v129mh.fna	0 B
OG512	OG512.ilmn.230419	OG512.ilmn.230419.v129mh.fna	0 B
OG513	OG513.ilmn.230302	OG513.ilmn.230302.v129mh.fna	0 B
OG513	OG513.ilmn.230419	OG513.ilmn.230419.v129mh.fna	774.565 MiB
OG514	OG514.ilmn.230302	OG514.ilmn.230302.v129mh.fna	0 B
OG514	OG514.ilmn.230419	OG514.ilmn.230419.v129mh.fna	1.171 GiB
OG515	OG515.ilmn.230119	OG515.ilmn.230119.v129mh.fna	0 B
OG515	OG515.ilmn.230323	OG515.ilmn.230323.v129mh.fna	0 B
OG516	OG516.ilmn.230302	OG516.ilmn.230302.v129mh.fna	0 B
OG516	OG516.ilmn.230419	OG516.ilmn.230419.v129mh.fna	662.666 MiB
OG517	OG517.ilmn.230302	OG517.ilmn.230302.v129mh.fna	0 B
OG517	OG517.ilmn.230419	OG517.ilmn.230419.v129mh.fna	347.581 MiB
OG518	OG518.ilmn.230302	OG518.ilmn.230302.v129mh.fna	0 B
OG518	OG518.ilmn.230419	OG518.ilmn.230419.v129mh.fna	589.472 MiB
OG519	OG519.ilmn.230302	OG519.ilmn.230302.v129mh.fna	0 B
OG519	OG519.ilmn.230419	OG519.ilmn.230419.v129mh.fna	632.985 MiB
OG520	OG520.ilmn.230302	OG520.ilmn.230302.v129mh.fna	0 B
OG520	OG520.ilmn.230419	OG520.ilmn.230419.v129mh.fna	551.385 MiB
OG521	OG521.ilmn.230302	OG521.ilmn.230302.v129mh.fna	0 B
OG521	OG521.ilmn.230419	OG521.ilmn.230419.v129mh.fna	593.956 MiB
OG522	OG522.ilmn.230302	OG522.ilmn.230302.v129mh.fna	0 B
OG522	OG522.ilmn.230419	OG522.ilmn.230419.v129mh.fna	804.457 MiB
OG523	OG523.ilmn.230302	OG523.ilmn.230302.v129mh.fna	0 B
OG523	OG523.ilmn.230419	OG523.ilmn.230419.v129mh.fna	603.716 MiB
OG524	OG524.ilmn.230302	OG524.ilmn.230302.v129mh.fna	0 B
OG524	OG524.ilmn.230419	OG524.ilmn.230419.v129mh.fna	0 B
OG525	OG525.ilmn.230302	OG525.ilmn.230302.v129mh.fna	0 B
OG525	OG525.ilmn.230419	OG525.ilmn.230419.v129mh.fna	1.130 GiB
OG526	OG526.ilmn.230302	OG526.ilmn.230302.v129mh.fna	0 B
OG526	OG526.ilmn.230419	OG526.ilmn.230419.v129mh.fna	569.202 MiB
OG527	OG527.ilmn.230607	OG527.ilmn.230607.v129mh.fna	0 B
OG528	OG528.ilmn.230607	OG528.ilmn.230607.v129mh.fna	0 B
OG529	OG529.ilmn.230302	OG529.ilmn.230302.v129mh.fna	0 B
OG529	OG529.ilmn.230419	OG529.ilmn.230419.v129mh.fna	353.192 MiB
OG530	OG530.ilmn.230607	OG530.ilmn.230607.v129mh.fna	0 B
OG531	OG531.ilmn.230302	OG531.ilmn.230302.v129mh.fna	0 B
OG531	OG531.ilmn.230419	OG531.ilmn.230419.v129mh.fna	533.747 MiB
OG532	OG532.ilmn.230302	OG532.ilmn.230302.v129mh.fna	0 B
OG532	OG532.ilmn.230419	OG532.ilmn.230419.v129mh.fna	0 B
OG532	OG532.ilmn.230607	OG532.ilmn.230607.v129mh.fna	0 B
OG533	OG533.ilmn.230302	OG533.ilmn.230302.v129mh.fna	0 B
OG533	OG533.ilmn.230419	OG533.ilmn.230419.v129mh.fna	0 B
OG534	OG534.ilmn.230302	OG534.ilmn.230302.v129mh.fna	0 B
OG534	OG534.ilmn.230419	OG534.ilmn.230419.v129mh.fna	568.356 MiB
OG535	OG535.ilmn.230302	OG535.ilmn.230302.v129mh.fna	0 B
OG535	OG535.ilmn.230419	OG535.ilmn.230419.v129mh.fna	511.215 MiB
OG536	OG536.ilmn.230302	OG536.ilmn.230302.v129mh.fna	0 B
OG536	OG536.ilmn.230419	OG536.ilmn.230419.v129mh.fna	793.616 MiB
OG537	OG537.ilmn.221003	OG537.ilmn.221003.v129mh.fna	0 B
OG538	OG538.ilmn.230302	OG538.ilmn.230302.v129mh.fna	0 B
OG538	OG538.ilmn.230419	OG538.ilmn.230419.v129mh.fna	546.876 MiB
OG539	OG539.ilmn.230302	OG539.ilmn.230302.v129mh.fna	0 B
OG539	OG539.ilmn.230419	OG539.ilmn.230419.v129mh.fna	1.248 GiB
OG540	OG540.ilmn.230302	OG540.ilmn.230302.v129mh.fna	0 B
OG540	OG540.ilmn.230419	OG540.ilmn.230419.v129mh.fna	569.921 MiB
OG541	OG541.ilmn.230302	OG541.ilmn.230302.v129mh.fna	0 B
OG541	OG541.ilmn.230419	OG541.ilmn.230419.v129mh.fna	585.728 MiB
OG542	OG542.ilmn.230302	OG542.ilmn.230302.v129mh.fna	0 B
OG542	OG542.ilmn.230419	OG542.ilmn.230419.v129mh.fna	564.366 MiB
OG543	OG543.ilmn.230302	OG543.ilmn.230302.v129mh.fna	0 B
OG543	OG543.ilmn.230419	OG543.ilmn.230419.v129mh.fna	563.682 MiB
OG544	OG544.ilmn.230302	OG544.ilmn.230302.v129mh.fna	0 B
OG544	OG544.ilmn.230419	OG544.ilmn.230419.v129mh.fna	591.219 MiB
OG545	OG545.ilmn.230302	OG545.ilmn.230302.v129mh.fna	0 B
OG545	OG545.ilmn.230419	OG545.ilmn.230419.v129mh.fna	574.357 MiB
OG546	OG546.ilmn.230302	OG546.ilmn.230302.v129mh.fna	0 B
OG546	OG546.ilmn.230419	OG546.ilmn.230419.v129mh.fna	722.543 MiB
OG547	OG547.ilmn.230302	OG547.ilmn.230302.v129mh.fna	0 B
OG547	OG547.ilmn.230419	OG547.ilmn.230419.v129mh.fna	851.273 MiB
OG548	OG548.ilmn.230302	OG548.ilmn.230302.v129mh.fna	0 B
OG548	OG548.ilmn.230419	OG548.ilmn.230419.v129mh.fna	0 B
OG549	OG549.ilmn.230302	OG549.ilmn.230302.v129mh.fna	0 B
OG549	OG549.ilmn.230419	OG549.ilmn.230419.v129mh.fna	658.277 MiB
OG550	OG550.ilmn.230302	OG550.ilmn.230302.v129mh.fna	0 B
OG550	OG550.ilmn.230419	OG550.ilmn.230419.v129mh.fna	714.938 MiB
OG551	OG551.ilmn.230302	OG551.ilmn.230302.v129mh.fna	0 B
OG551	OG551.ilmn.230419	OG551.ilmn.230419.v129mh.fna	0 B
OG552	OG552.ilmn.230302	OG552.ilmn.230302.v129mh.fna	0 B
OG552	OG552.ilmn.230419	OG552.ilmn.230419.v129mh.fna	1.000 GiB
OG553	OG553.ilmn.230302	OG553.ilmn.230302.v129mh.fna	0 B
OG553	OG553.ilmn.230419	OG553.ilmn.230419.v129mh.fna	884.631 MiB
OG554	OG554.ilmn.230302	OG554.ilmn.230302.v129mh.fna	0 B
